taxid	lineage	name	rank	SRR5803943	SRR5803944	SRR5803945	SRR5803946	SRR5803949	SRR5803950	SRR5803951	SRR5803952	SRR5803953	SRR5803954	SRR5803955	SRR5803956	SRR5803957	SRR5803958	SRR5803959	SRR5803960	SRR5803961	SRR5803962	SRR5803963	SRR5803964	SRR5803965	SRR5803966	SRR5803967	SRR5803968	SRR5803969	SRR5803970	SRR5803971	SRR5803972	SRR5803973	SRR5803984	SRR5803985	SRR5803986	SRR5803997	SRR5803998	SRR5803999	SRR5804000	SRR5804001	SRR5804002	SRR5804003	SRR5804004	SRR5804005	SRR5804006	SRR5804007	SRR5804008	SRR5804009	SRR5804010	SRR5804011	SRR5804012
2190	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Verrucomicrobiae;class;Verrucomicrobiales;order;Verrucomicrobiaceae;family;Luteolibacter;genus;	Luteolibacter	genus	0	0	0	0	1	0	0	3	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	1	0	0	0	12	0
2194	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Verrucomicrobiae;class;Verrucomicrobiales;order;Verrucomicrobiaceae;family;Verrucomicrobium;genus;	Verrucomicrobium	genus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2192	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Verrucomicrobiae;class;Verrucomicrobiales;order;Verrucomicrobiaceae;family;Prosthecobacter;genus;	Prosthecobacter	genus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2181	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Subdivision5;class;	Subdivision5	class	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2182	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Subdivision5;class;Subdivision5_genera_incertae_sedis;genus;	Subdivision5_genera_incertae_sedis	genus	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2165	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;unclassified_Verrucomicrobia;;	unclassified_Verrucomicrobia		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
2684	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;	Cyanobacteria/Chloroplast	phylum	14	12	6	10	22	27	22	10	8	1	16	13	6	11	9	6	5	10	4	14	28	13	19	12	2	10	20	16	12	12	18	8	28	4	18	20	28	25	35	11	17	18	6	2	11	7	27	10
2713	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Chloroplast;class;	Chloroplast	class	9	8	4	8	15	11	13	4	2	0	10	8	4	9	5	5	3	5	3	9	14	4	11	8	1	6	14	7	4	8	10	4	19	1	7	8	24	15	22	6	8	9	4	1	4	3	12	7
2714	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Chloroplast;class;Chloroplast;family;	Chloroplast	family	9	8	4	8	15	11	13	4	2	0	10	8	4	9	5	5	3	5	3	9	14	4	11	8	1	6	14	7	4	8	10	4	19	1	7	8	24	15	22	6	8	9	4	1	4	3	12	7
2715	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Chloroplast;class;Chloroplast;family;Bacillariophyta;genus;	Bacillariophyta	genus	9	8	4	8	15	11	13	4	2	0	10	8	4	9	5	5	3	5	3	9	14	4	11	8	1	6	14	7	4	8	10	4	19	1	7	8	24	15	22	6	8	9	4	1	4	3	12	7
2685	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;	Cyanobacteria	class	5	4	2	2	7	16	9	6	6	1	6	5	2	2	4	1	2	5	1	5	14	9	8	4	1	4	6	9	8	4	8	4	9	3	11	12	4	9	13	5	9	9	2	1	7	4	14	3
2697	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;Family V;family;	Family V	family	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	1	1	0	3	0	0	0	0	0	0	0	0	0
-2698	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;Family V;family;unclassified_Family V;;	unclassified_Family V		1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	1	1	0	3	0	0	0	0	0	0	0	0	0
2711	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;Family XIII;family;	Family XIII	family	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	2	0	0	0	1	1	1
4011	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;Family XIII;family;Planktothricoides;genus;	Planktothricoides	genus	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	2	0	0	0	1	1	1
-2686	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;unclassified_Cyanobacteria;;	unclassified_Cyanobacteria		3	4	2	2	5	10	9	5	4	0	2	5	2	2	2	1	2	3	1	2	9	8	4	3	1	4	3	8	5	4	6	4	8	3	9	8	3	4	8	4	7	6	1	1	4	3	10	2
2703	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;Family VIII;family;	Family VIII	family	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	1	0	1	0
4012	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;Family VIII;family;Foliisarcina;genus;	Foliisarcina	genus	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	1	0	1	0
2693	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;Family IV;family;	Family IV	family	0	0	0	0	0	3	0	0	2	0	3	0	0	0	1	0	0	0	0	1	2	1	2	0	0	0	1	0	1	0	2	0	0	0	0	3	0	2	0	1	0	0	1	0	1	0	1	0
2694	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;Family IV;family;GpIV;genus;	GpIV	genus	0	0	0	0	0	3	0	0	2	0	3	0	0	0	1	0	0	0	0	1	2	1	2	0	0	0	1	0	1	0	2	0	0	0	0	3	0	2	0	1	0	0	1	0	1	0	1	0
2686	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;Family I;family;	Family I	family	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0
-2687	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;Family I;family;unclassified_Family I;;	unclassified_Family I		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0
-2685	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;unclassified_Cyanobacteria/Chloroplast;;	unclassified_Cyanobacteria/Chloroplast		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
2148	Root;rootrank;Bacteria;domain;Latescibacteria;phylum;	Latescibacteria	phylum	1	0	1	0	3	0	0	1	0	0	2	0	3	0	1	1	0	1	0	1	0	0	0	0	0	0	1	2	0	1	1	2	0	0	1	0	1	0	0	0	2	1	0	0	0	0	2	1
2149	Root;rootrank;Bacteria;domain;Latescibacteria;phylum;Latescibacteria_genera_incertae_sedis;genus;	Latescibacteria_genera_incertae_sedis	genus	1	0	1	0	3	0	0	1	0	0	2	0	3	0	1	1	0	1	0	1	0	0	0	0	0	0	1	2	0	1	1	2	0	0	1	0	1	0	0	0	2	1	0	0	0	0	2	1
2	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;	Actinobacteria	phylum	9	2	0	5	76	33	1	2	1	1	1	0	0	1	2	0	6	15	3	0	8	1	35	5	3	3	3	14	9	1	1	4	4	0	0	10	0	2	0	1	1	1	0	0	0	0	0	2
3	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;	Actinobacteria	class	9	2	0	5	76	33	1	2	1	1	1	0	0	1	2	0	6	15	3	0	8	1	35	5	3	3	3	14	9	1	1	4	4	0	0	10	0	2	0	1	1	1	0	0	0	0	0	2
95	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;	Micrococcales	order	8	2	0	4	70	30	1	2	1	1	0	0	0	1	0	0	6	15	3	0	7	1	33	5	3	3	3	13	8	1	1	1	4	0	0	10	0	2	0	0	1	1	0	0	0	0	0	2
154	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Microbacteriaceae;family;	Microbacteriaceae	family	8	2	0	4	70	29	1	2	1	1	0	0	0	1	0	0	6	15	3	0	7	1	33	5	3	3	3	13	8	1	1	1	4	0	0	7	0	2	0	0	1	1	0	0	0	0	0	2
175	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Microbacteriaceae;family;Microbacterium;genus;	Microbacterium	genus	8	1	0	4	61	28	1	2	1	1	0	0	0	1	0	0	6	15	3	0	7	1	33	5	3	3	3	13	8	1	1	1	4	0	0	7	0	2	0	0	1	1	0	0	0	0	0	2
187	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Microbacteriaceae;family;Subtercola;genus;	Subtercola	genus	0	1	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Intrasporangiaceae;family;	Intrasporangiaceae	family	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
149	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Intrasporangiaceae;family;Terrabacter;genus;	Terrabacter	genus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
-133	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Intrasporangiaceae;family;unclassified_Intrasporangiaceae;;	unclassified_Intrasporangiaceae		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
-4	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;unclassified_Actinobacteria;;	unclassified_Actinobacteria		1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
254	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Propionibacteriales;order;	Propionibacteriales	order	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
255	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Propionibacteriales;order;Nocardioidaceae;family;	Nocardioidaceae	family	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
261	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Propionibacteriales;order;Nocardioidaceae;family;Nocardioides;genus;	Nocardioides	genus	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
-256	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Propionibacteriales;order;Nocardioidaceae;family;unclassified_Nocardioidaceae;;	unclassified_Nocardioidaceae		0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3830	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Mycobacteriales;order;	Mycobacteriales	order	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Mycobacteriales;order;Mycobacteriaceae;family;	Mycobacteriaceae	family	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Mycobacteriales;order;Mycobacteriaceae;family;Mycobacterium;genus;	Mycobacterium	genus	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2734	Root;rootrank;Bacteria;domain;Acetothermia;phylum;	Acetothermia	phylum	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
2735	Root;rootrank;Bacteria;domain;Acetothermia;phylum;Acetothermia_genera_incertae_sedis;genus;	Acetothermia_genera_incertae_sedis	genus	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
4511	Root;rootrank;Bacteria;domain;Campilobacterota;phylum;	Campilobacterota	phylum	2	159	0	3	0	5	1	0	0	1	1	12	40	0	1	0	2	24	0	1	3	0	1	64	0	2	4	4	1	1	171	0	1	0	2	2	0	2	1	1	0	2	0	0	2	0	2	0
1477	Root;rootrank;Bacteria;domain;Campilobacterota;phylum;Campylobacteria;class;	Campylobacteria	class	2	159	0	3	0	5	1	0	0	1	1	12	40	0	1	0	2	24	0	1	3	0	1	64	0	2	4	4	1	1	171	0	1	0	2	2	0	2	1	1	0	2	0	0	2	0	2	0
1478	Root;rootrank;Bacteria;domain;Campilobacterota;phylum;Campylobacteria;class;Campylobacterales;order;	Campylobacterales	order	2	159	0	3	0	5	1	0	0	1	1	12	40	0	1	0	2	24	0	1	3	0	1	64	0	2	4	4	1	1	171	0	1	0	2	2	0	2	1	1	0	2	0	0	2	0	2	0
4499	Root;rootrank;Bacteria;domain;Campilobacterota;phylum;Campylobacteria;class;Campylobacterales;order;Sulfurospirillaceae;family;	Sulfurospirillaceae	family	2	159	0	3	0	3	1	0	0	1	1	12	39	0	1	0	1	24	0	1	1	0	0	64	0	2	2	4	1	1	171	0	1	0	2	0	0	1	0	1	0	2	0	0	1	0	1	0
1483	Root;rootrank;Bacteria;domain;Campilobacterota;phylum;Campylobacteria;class;Campylobacterales;order;Sulfurospirillaceae;family;Sulfurospirillum;genus;	Sulfurospirillum	genus	2	159	0	3	0	3	1	0	0	1	1	12	39	0	1	0	1	24	0	1	1	0	0	64	0	2	2	4	1	1	171	0	1	0	2	0	0	1	0	1	0	2	0	0	1	0	1	0
4497	Root;rootrank;Bacteria;domain;Campilobacterota;phylum;Campylobacteria;class;Campylobacterales;order;Arcobacteraceae;family;	Arcobacteraceae	family	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0
3650	Root;rootrank;Bacteria;domain;Campilobacterota;phylum;Campylobacteria;class;Campylobacterales;order;Arcobacteraceae;family;Aliarcobacter;genus;	Aliarcobacter	genus	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0
-1479	Root;rootrank;Bacteria;domain;Campilobacterota;phylum;Campylobacteria;class;Campylobacterales;order;unclassified_Campylobacterales;;	unclassified_Campylobacterales		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
817	Root;rootrank;Bacteria;domain;Nitrospirae;phylum;	Nitrospirae	phylum	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
818	Root;rootrank;Bacteria;domain;Nitrospirae;phylum;Nitrospira;class;	Nitrospira	class	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
819	Root;rootrank;Bacteria;domain;Nitrospirae;phylum;Nitrospira;class;Nitrospirales;order;	Nitrospirales	order	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
820	Root;rootrank;Bacteria;domain;Nitrospirae;phylum;Nitrospira;class;Nitrospirales;order;Nitrospiraceae;family;	Nitrospiraceae	family	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
823	Root;rootrank;Bacteria;domain;Nitrospirae;phylum;Nitrospira;class;Nitrospirales;order;Nitrospiraceae;family;Thermodesulfovibrio;genus;	Thermodesulfovibrio	genus	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
2259	Root;rootrank;Bacteria;domain;Firmicutes;phylum;	Firmicutes	phylum	7	200	4	12	101	173	12	2	52	4	30	6	19	5	10	10	1	20	4	2	77	14	3	23	14	3	5	30	19	8	37	5	60	0	12	13	1	7	18	3	1	21	2	2	3	13	3	6
2375	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;	Clostridia	class	5	199	4	10	77	33	9	1	50	1	27	6	18	4	10	9	0	20	4	2	68	9	2	22	3	3	3	24	9	5	33	1	57	0	9	5	0	6	13	1	1	2	2	1	1	11	2	6
2376	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;	Clostridiales	order	5	196	4	10	75	33	9	1	50	1	25	6	17	3	10	9	0	20	4	1	68	9	2	19	3	3	3	18	9	5	33	1	57	0	6	5	0	6	13	1	1	2	2	1	1	11	2	3
2409	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiales_Incertae Sedis III;family;	Clostridiales_Incertae Sedis III	family	1	1	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	2	0	1	2	0	0	0	0	1	0	0	2	3	0	0	0	0	1	0	0	1	0
2413	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiales_Incertae Sedis III;family;Caldicellulosiruptor;genus;	Caldicellulosiruptor	genus	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
2414	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiales_Incertae Sedis III;family;Thermoanaerobacterium;genus;	Thermoanaerobacterium	genus	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	2	0	0	0	0	1	0	0	2	2	0	0	0	0	1	0	0	0	0
-2377	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;unclassified_Clostridiales;;	unclassified_Clostridiales		4	159	2	9	36	23	6	1	18	0	21	5	13	2	9	3	0	16	4	1	40	4	1	12	0	3	0	9	2	1	28	0	9	0	3	5	0	3	4	0	1	2	0	0	0	10	1	1
2429	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiales_Incertae Sedis XII;family;	Clostridiales_Incertae Sedis XII	family	0	35	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	5	0	0	0	3	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2430	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiales_Incertae Sedis XII;family;Acidaminobacter;genus;	Acidaminobacter	genus	0	34	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	5	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2431	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiales_Incertae Sedis XII;family;Fusibacter;genus;	Fusibacter	genus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3971	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Tissierellaceae;family;	Tissierellaceae	family	0	1	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
3973	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Tissierellaceae;family;Gudongella;genus;	Gudongella	genus	0	1	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
2470	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptococcaceae 1;family;	Peptococcaceae 1	family	0	0	2	0	7	2	0	0	2	0	2	0	0	0	1	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0
2472	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptococcaceae 1;family;Dehalobacter;genus;	Dehalobacter	genus	0	0	2	0	1	0	0	0	2	0	2	0	0	0	1	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0
2473	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptococcaceae 1;family;Desulfitobacterium;genus;	Desulfitobacterium	genus	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2377	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiaceae 1;family;	Clostridiaceae 1	family	0	0	0	0	10	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	22	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0
2380	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiaceae 1;family;Clostridium sensu stricto;genus;	Clostridium sensu stricto	genus	0	0	0	0	10	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	22	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
-2378	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiaceae 1;family;unclassified_Clostridiaceae 1;;	unclassified_Clostridiaceae 1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2395	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Eubacteriaceae;family;	Eubacteriaceae	family	0	0	0	0	19	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2396	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Eubacteriaceae;family;Acetobacterium;genus;	Acetobacterium	genus	0	0	0	0	19	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2484	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Ruminococcaceae;family;	Ruminococcaceae	family	0	0	0	0	3	1	0	0	29	0	1	0	0	0	0	1	0	1	0	0	4	0	0	1	1	0	0	4	4	2	3	0	46	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1
4257	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Ruminococcaceae;family;Monoglobus;genus;	Monoglobus	genus	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
